	can_rate	image	num_votes	rating	tconst	title	type	year
194	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_.jpg', u'width': 1390, u'height': 2048}	490599	8.1	tt0405159	Million Dollar Baby	feature	2004
195	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_.jpg', u'width': 1083, u'height': 1600}	299149	8.1	tt0093779	The Princess Bride	feature	1987
196	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_.jpg', u'width': 667, u'height': 1000}	626910	8.1	tt0107290	Jurassic Park	feature	1993
197	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMDA2MjM4NDReQTJeQWpwZ15BbWU3MDE0NTgxMTM@._V1_.jpg', u'width': 300, u'height': 430}	161148	8.1	tt1028532	Hachi: A Dog's Tale	feature	2009
198	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOWU0NzY2YjktYmY2Ni00ODZmLWJjYjctOWY1MzBkOWM4M2MwXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_.jpg', u'width': 1050, u'height': 1500}	98652	8.1	tt0087544	Nausicaä of the Valley of the Wind	feature	1984
199	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTBlNGM0MjMtMDBhNi00NGJhLTliOTUtNDdlNjUwMTBkOTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 1280, u'height': 1984}	74223	8.1	tt0052311	Touch of Evil	feature	1958
200	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_.jpg', u'width': 1080, u'height': 1600}	213111	8.1	tt2948356	Zootopia	feature	2016
201	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzgzNjcxNjg2M15BMl5BanBnXkFtZTcwMjQxNDQ3Mg@@._V1_.jpg', u'width': 671, u'height': 1000}	64388	8.1	tt0032551	The Grapes of Wrath	feature	1940
202	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDY2NjU0NDAxOF5BMl5BanBnXkFtZTgwNjQ4MTI2MTE@._V1_.jpg', u'width': 351, u'height': 500}	70077	8.1	tt0079944	Stalker	feature	1979
203	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNWEyMThjODktYjJjZC00YzUxLTk1YmQtOGUwNjM3MGMzZTRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 1000, u'height': 1426}	69543	8.1	tt0353969	Memories of Murder	feature	2003
204	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_.jpg', u'width': 682, u'height': 1023}	196847	8.1	tt0075686	Annie Hall	feature	1977
205	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 1685, u'height': 2500}	682064	8.1	tt0120382	The Truman Show	feature	1998
206	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMTM3MTQxMl5BMl5BanBnXkFtZTcwMDAzNjQ4Mg@@._V1_.jpg', u'width': 346, u'height': 500}	187722	8.1	tt0112471	Before Sunrise	feature	1995
207	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzJiZDRmOWUtYjE2MS00Mjc1LTg1ZDYtNTQxYWJkZTg1OTM4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg', u'width': 482, u'height': 755}	174692	8.1	tt0083987	Gandhi	feature	1982
208	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNGNiNmU2YTMtZmU4OS00MjM0LTlmYWUtMjVlYjAzYjE2N2RjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 2025, u'height': 3000}	501621	8.1	tt0440963	The Bourne Ultimatum	feature	2007
209	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzc5MjI5Nl5BMl5BanBnXkFtZTYwNjIwMzc5._V1_.jpg', u'width': 337, u'height': 475}	42993	8.1	tt0046911	Diabolique	feature	1955
210	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_.jpg', u'width': 682, u'height': 1023}	382942	8.1	tt0075148	Rocky	feature	1976
211	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZWQyN2ZkODktMTBkNS00OTBjLWJhOGYtNGU4YWVkNTY0ZDZkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1568, u'height': 2294}	590758	8.1	tt0246578	Donnie Darko	feature	2001
212	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MTk3MDQ1N15BMl5BanBnXkFtZTcwMzI4NzA2NQ@@._V1_.jpg', u'width': 1350, u'height': 2000}	554229	8.1	tt1201607	Harry Potter and the Deathly Hallows: Part 2	feature	2011
213	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MTA0NjEzMF5BMl5BanBnXkFtZTgwMDg4NDYxMzE@._V1_.jpg', u'width': 1258, u'height': 1748}	80064	8.1	tt0056801	8½	feature	1963
214	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg', u'width': 675, u'height': 1000}	598327	8.1	tt0198781	Monsters, Inc.	feature	2001
215	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NjE1MjM2Ml5BMl5BanBnXkFtZTgwODgzMjM5MzE@._V1_.jpg', u'width': 340, u'height': 500}	296417	8.1	tt0032138	The Wizard of Oz	feature	1939
216	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODE1MDczNTUxOV5BMl5BanBnXkFtZTcwMTA0NDQyNA@@._V1_.jpg', u'width': 682, u'height': 1023}	611290	8.0	tt0088247	The Terminator	feature	1984
217	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MzQyNTExMV5BMl5BanBnXkFtZTgwMjA0Njk1MDE@._V1_.jpg', u'width': 335, u'height': 500}	445523	8.1	tt0107048	Groundhog Day	feature	1993
218	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 1007, u'height': 1500}	470099	8.0	tt0114746	Twelve Monkeys	feature	1995
219	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_.jpg', u'width': 1384, u'height': 2048}	395493	8.1	tt1392214	Prisoners	feature	2013
220	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDcxODkyMjY4MF5BMl5BanBnXkFtZTgwOTk5NTc5MDE@._V1_.jpg', u'width': 1000, u'height': 1500}	420356	8.0	tt0073195	Jaws	feature	1975
221	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NTAxNzg3Nl5BMl5BanBnXkFtZTcwNjU4OTQwNw@@._V1_.jpg', u'width': 334, u'height': 500}	41030	8.1	tt0036868	The Best Years of Our Lives	feature	1946
222	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0Mjg2OTY3OV5BMl5BanBnXkFtZTcwNDA3Njk3OA@@._V1_.jpg', u'width': 375, u'height': 500}	93309	8.1	tt0338564	Infernal Affairs	feature	2002
223	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNzkyMjQ4N15BMl5BanBnXkFtZTcwOTQ2NjU4Mw@@._V1_.jpg', u'width': 333, u'height': 500}	103718	8.1	tt0072684	Barry Lyndon	feature	1975
224	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3OTAyOTMyM15BMl5BanBnXkFtZTcwNTMxMTI0MQ@@._V1_.jpg', u'width': 354, u'height': 500}	105734	8.1	tt0113247	La Haine	feature	1995
225	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_.jpg', u'width': 485, u'height': 719}	541803	8.0	tt0264464	Catch Me If You Can	feature	2002
226	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzk0MTQxMF5BMl5BanBnXkFtZTcwNjM5NTIwNA@@._V1_.jpg', u'width': 303, u'height': 500}	98308	8.1	tt0044079	Strangers on a Train	feature	1951
227	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODZmYjMwNzEtNzVhNC00ZTRmLTk2M2UtNzE1MTQ2ZDAxNjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 580, u'height': 866}	664844	8.1	tt0401792	Sin City	feature	2005
228	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNTA3NTQ4OF5BMl5BanBnXkFtZTgwNDkzMjIwMDI@._V1_.jpg', u'width': 808, u'height': 1200}	38285	8.1	tt0058946	The Battle of Algiers	feature	1966
229	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMzg2MTQ2NV5BMl5BanBnXkFtZTcwMTQxODEzMQ@@._V1._CR10,26,332,469_.jpg', u'width': 332, u'height': 469}	27225	8.1	tt0041546	Kind Hearts and Coronets	feature	1949
230	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODExZmE2ZWItYTIzOC00MzI1LTgyNTktMDBhNmFhY2Y4OTQ3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1960, u'height': 2942}	185691	8.0	tt0072890	Dog Day Afternoon	feature	1975
231	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_.jpg', u'width': 1600, u'height': 2370}	48214	8.3	tt1954470	Gangs of Wasseypur	feature	2012
232	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjU4NDExNDM1NF5BMl5BanBnXkFtZTgwMDIyMTgxNzE@._V1_.jpg', u'width': 1382, u'height': 2048}	438889	8.1	tt1663202	The Revenant	feature	2015
233	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNDM4MTc2N15BMl5BanBnXkFtZTYwNDk0Mjc3._V1_.jpg', u'width': 321, u'height': 475}	823138	8.1	tt0325980	Pirates of the Caribbean: The Curse of the Black Pearl	feature	2003
234	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MDMwNjEwNV5BMl5BanBnXkFtZTgwOTkxMzI0MzE@._V1_.jpg', u'width': 844, u'height': 1221}	27446	8.2	tt1865505	Song of the Sea	feature	2014
235	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_.jpg', u'width': 1382, u'height': 2048}	324692	8.1	tt1454029	The Help	feature	2011
236	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDkwNTEyMzkzNl5BMl5BanBnXkFtZTgwNTAwNzk3MjE@._V1_.jpg', u'width': 460, u'height': 681}	487218	8.1	tt2084970	The Imitation Game	feature	2014
237	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NDUzMDcyOF5BMl5BanBnXkFtZTcwNzAxMTA2Mw@@._V1_.jpg', u'width': 1860, u'height': 2686}	172952	8.1	tt1220719	Ip Man	feature	2008
238	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjQyODg5Njc4N15BMl5BanBnXkFtZTgwMzExMjE3NzE@._V1_.jpg', u'width': 1029, u'height': 1500}	528819	8.1	tt1431045	Deadpool	feature	2016
239	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_.jpg', u'width': 865, u'height': 1280}	503954	8.0	tt3659388	The Martian	feature	2015
240	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MTUyMTc3MV5BMl5BanBnXkFtZTYwOTg4Mzk5._V1_.jpg', u'width': 334, u'height': 475}	101991	8.1	tt0092067	Castle in the Sky	feature	1986
241	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1ODgzODA1Nl5BMl5BanBnXkFtZTcwNTI0MzU3Mg@@._V1_.jpg', u'width': 740, u'height': 1102}	103198	8.1	tt0046250	Roman Holiday	feature	1953
242	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzODAxMzg1MzZeQTJeQWpwZ15BbWU3MDgwMzE5ODk@._V1_.jpg', u'width': 338, u'height': 500}	151378	8.0	tt0058461	A Fistful of Dollars	feature	1964
243	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_.jpg', u'width': 1382, u'height': 2048}	702828	8.1	tt2015381	Guardians of the Galaxy	feature	2014
244	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTUyODUwNjc0NV5BMl5BanBnXkFtZTcwMTk0MTcyMQ@@._V1_.jpg', u'width': 1000, u'height': 1400}	44239	8.1	tt0083922	Fanny and Alexander	feature	1982
245	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_.jpg', u'width': 1401, u'height': 2048}	513517	8.0	tt1504320	The King's Speech	feature	2010
246	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NTI1MTU4N15BMl5BanBnXkFtZTcwODg0OTY0Nw@@._V1_.jpg', u'width': 692, u'height': 1024}	1013360	8.1	tt0848228	The Avengers	feature	2012
247	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BM2RjMmU3ZWItYzBlMy00ZmJkLWE5YzgtNTVkODdhOWM3NGZhXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_.jpg', u'width': 1138, u'height': 1755}	51237	8.1	tt0087884	Paris, Texas	feature	1984
248	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 1011, u'height': 1500}	314678	8.0	tt0101414	Beauty and the Beast	feature	1991
249	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNjg2MjM2ODFeQTJeQWpwZ15BbWU4MDQ1MDU5OTEx._V1_.jpg', u'width': 1217, u'height': 1884}	116168	8.1	tt0072431	Young Frankenstein	feature	1974
